id,name,normdaten,verweis_innerhalb_szdper
SZDPER.901,"Cicero, Marcus Tullius",http://d-nb.info/gnd/118520814 http://www.wikidata.org/entity/Q1541 https://de.wikipedia.org/wiki/Marcus_Tullius_Cicero,nein
SZDPER.906,"Maria Theresia, Erzherzogin von Österreich",http://d-nb.info/gnd/118577867 http://www.wikidata.org/entity/Q131706 https://de.wikipedia.org/wiki/Maria_Theresia,nein
SZDPER.917,"Matkowsky, Adalbert",http://d-nb.info/gnd/118640984 http://www.wikidata.org/entity/Q347567 https://de.wikipedia.org/wiki/Adalbert_Matkowsky,nein
SZDPER.918,"Matteotti, Giacomo",http://d-nb.info/gnd/119217570 http://www.wikidata.org/entity/Q267304 https://de.wikipedia.org/wiki/Giacomo_Matteotti,nein
SZDPER.929,"Meisenbach, Georg",http://d-nb.info/gnd/116863684 http://www.wikidata.org/entity/Q1505369,nein
SZDPER.949,"Meunier, Constantin",http://d-nb.info/gnd/118733222 http://www.wikidata.org/entity/Q552440 https://de.wikipedia.org/wiki/Constantin_Meunier,nein
SZDPER.952,"Meier-Graefe, Julius",http://d-nb.info/gnd/118732641 http://www.wikidata.org/entity/Q78108 https://de.wikipedia.org/wiki/Julius_Meier-Graefe,nein
SZDPER.964,"Miller, David Hunter",http://d-nb.info/gnd/172952395,nein
SZDPER.965,"Minne, George",http://d-nb.info/gnd/118784137 http://www.wikidata.org/entity/Q559281 https://de.wikipedia.org/wiki/George_Minne,nein
SZDPER.975,"Moissan, Henri",http://d-nb.info/gnd/118784471 http://www.wikidata.org/entity/Q102804 https://de.wikipedia.org/wiki/Henri_Moissan,nein
SZDPER.978,"Molotov, Vjačeslav Michajlovič",http://d-nb.info/gnd/11873461X http://www.wikidata.org/entity/Q132899 https://de.wikipedia.org/wiki/Wjatscheslaw_Michailowitsch_Molotow,nein
SZDPER.983,"Monod, Olga",http://d-nb.info/gnd/117127264,nein
SZDPER.999,"Mozart, Maria Anna Thekla",http://d-nb.info/gnd/122594967 http://www.wikidata.org/entity/Q75901 https://de.wikipedia.org/wiki/Maria_Anna_Thekla_Mozart,nein
SZDPER.1001,"Mühsam, Erich",http://d-nb.info/gnd/118584758 http://www.wikidata.org/entity/Q61722 https://de.wikipedia.org/wiki/Erich_M%C3%BChsam,nein
SZDPER.1006,"Munch, Edvard",http://d-nb.info/gnd/118585738 http://www.wikidata.org/entity/Q41406 https://de.wikipedia.org/wiki/Edvard_Munch,nein
SZDPER.1007,"Munkácsy, Mihály",http://d-nb.info/gnd/118735268 http://www.wikidata.org/entity/Q551652 https://de.wikipedia.org/wiki/Mih%C3%A1ly_von_Munk%C3%A1csy,nein
SZDPER.1014,"Musulin, Alexander von",http://d-nb.info/gnd/129414212 http://www.wikidata.org/entity/Q55843262,nein
SZDPER.1016,"Nansen, Peter",http://d-nb.info/gnd/116882670 http://www.wikidata.org/entity/Q4349086,nein
SZDPER.1020,"Neisser, Albert",http://d-nb.info/gnd/118738380 http://www.wikidata.org/entity/Q76713 https://de.wikipedia.org/wiki/Albert_Neisser,nein
SZDPER.1029,"Nightingale, Florence",http://d-nb.info/gnd/118587951 http://www.wikidata.org/entity/Q37103 https://de.wikipedia.org/wiki/Florence_Nightingale,nein
SZDPER.1031,"Nižinskij, Vaclav F.",http://d-nb.info/gnd/118587978 http://www.wikidata.org/entity/Q194363 https://de.wikipedia.org/wiki/Vaslav_Nijinsky,nein
SZDPER.1032,"Nikolaus II., Zar von Russland",http://d-nb.info/gnd/11873492X http://www.wikidata.org/entity/Q40787 https://de.wikipedia.org/wiki/Nikolaus_II._%28Russland%29,nein
SZDPER.1034,"Nobel, Alfred",http://d-nb.info/gnd/118588370 http://www.wikidata.org/entity/Q23810 https://de.wikipedia.org/wiki/Alfred_Nobel,nein
SZDPER.1038,"Nordau, Max",http://d-nb.info/gnd/118588583 http://www.wikidata.org/entity/Q472270 https://de.wikipedia.org/wiki/Max_Nordau,nein
SZDPER.1039,"Nostitz-Rieneck, Sophie",http://d-nb.info/gnd/13826323X http://www.wikidata.org/entity/Q112102 https://de.wikipedia.org/wiki/Sophie_Nostitz-Rieneck,nein
SZDPER.1041,"Nowak, Karl Friedrich",http://d-nb.info/gnd/117069515 http://www.wikidata.org/entity/Q7983614 https://de.wikipedia.org/wiki/Karl_Friedrich_Nowak,nein
SZDPER.1044,"Mayer, August",http://d-nb.info/gnd/127499725 http://www.wikidata.org/entity/Q763252 https://de.wikipedia.org/wiki/August_Oehler,nein
SZDPER.1048,"Oldofredi, Hieronymus",http://d-nb.info/gnd/126643431,nein
SZDPER.1058,"Pacher, Michael",http://d-nb.info/gnd/118591088 http://www.wikidata.org/entity/Q463922 https://de.wikipedia.org/wiki/Michael_Pacher,nein
SZDPER.1070,"Pasteur, Louis",http://d-nb.info/gnd/118591959 http://www.wikidata.org/entity/Q529 https://de.wikipedia.org/wiki/Louis_Pasteur,nein
SZDPER.1084,"Pershing, John J.",http://d-nb.info/gnd/12035506X http://www.wikidata.org/entity/Q272383 https://de.wikipedia.org/wiki/John_J._Pershing,nein
SZDPER.1099,"Pilnjak, Boris Andrejewitsch",http://d-nb.info/gnd/1089928157 http://www.wikidata.org/entity/Q536372 https://de.wikipedia.org/wiki/Boris_Andrejewitsch_Pilnjak,nein
SZDPER.1100,Pindar,http://d-nb.info/gnd/118594427 http://www.wikidata.org/entity/Q134929 https://de.wikipedia.org/wiki/Pindar,nein
SZDPER.1107,"Pius X., Papst",http://d-nb.info/gnd/118594737 http://www.wikidata.org/entity/Q43739 https://de.wikipedia.org/wiki/Pius_X.,nein
SZDPER.1108,"Planck, Max",http://d-nb.info/gnd/118594818 http://www.wikidata.org/entity/Q9021 https://de.wikipedia.org/wiki/Max_Planck,nein
SZDPER.1111,"Poerio, Carlo",http://d-nb.info/gnd/1144886384,nein
SZDPER.1113,"Poincaré, Raymond",http://d-nb.info/gnd/118792652 http://www.wikidata.org/entity/Q191974 https://de.wikipedia.org/wiki/Raymond_Poincar%C3%A9,nein
SZDPER.1121,"Prévost D'Exiles, Antoine François",http://d-nb.info/gnd/118596462 http://www.wikidata.org/entity/Q311480 https://de.wikipedia.org/wiki/Antoine-Fran%C3%A7ois_Pr%C3%A9vost,nein
SZDPER.1123,"Pribram, Alfred Francis",http://d-nb.info/gnd/101662386 http://www.wikidata.org/entity/Q85695 https://de.wikipedia.org/wiki/Alfred_Francis_P%C5%99ibram,nein
SZDPER.1129,Vergil,http://d-nb.info/gnd/118626574 http://www.wikidata.org/entity/Q1398 https://de.wikipedia.org/wiki/Vergil,nein
SZDPER.1130,"Pullman, George Mortimer",http://d-nb.info/gnd/118793683 http://www.wikidata.org/entity/Q362760 https://de.wikipedia.org/wiki/George_Mortimer_Pullman,nein
SZDPER.1140,"Rathenau, Emil",http://d-nb.info/gnd/118598422 http://www.wikidata.org/entity/Q215586 https://de.wikipedia.org/wiki/Emil_Rathenau,nein
SZDPER.1142,"Ravel, Maurice",http://d-nb.info/gnd/118598651 http://www.wikidata.org/entity/Q1178 https://de.wikipedia.org/wiki/Maurice_Ravel,nein
SZDPER.1145,"Redl, Alfred",http://d-nb.info/gnd/118743716 http://www.wikidata.org/entity/Q84556 https://de.wikipedia.org/wiki/Alfred_Redl,nein
SZDPER.1147,"Regler, Max",,nein
SZDPER.1156,"Renner, Karl",http://d-nb.info/gnd/118599739 http://www.wikidata.org/entity/Q11726 https://de.wikipedia.org/wiki/Karl_Renner,nein
SZDPER.1157,"Renoir, Auguste",http://d-nb.info/gnd/118599755 http://www.wikidata.org/entity/Q39931 https://de.wikipedia.org/wiki/Pierre-Auguste_Renoir,nein
SZDPER.1159,"Reucker, Alfred",http://d-nb.info/gnd/116450665 http://www.wikidata.org/entity/Q20650349 https://de.wikipedia.org/wiki/Alfred_Reucker,nein
SZDPER.1163,"Ribbentrop, Joachim von",http://d-nb.info/gnd/118600192 http://www.wikidata.org/entity/Q101886 https://de.wikipedia.org/wiki/Joachim_von_Ribbentrop,nein
SZDPER.1169,"Rembrandt, Harmensz van Rijn",http://d-nb.info/gnd/11859964X http://www.wikidata.org/entity/Q5598 https://de.wikipedia.org/wiki/Rembrandt_van_Rijn,nein
SZDPER.1195,"Röntgen, Wilhelm Conrad",http://d-nb.info/gnd/118745743 http://www.wikidata.org/entity/Q35149 https://de.wikipedia.org/wiki/Wilhelm_Conrad_R%C3%B6ntgen,nein
SZDPER.1196,"Rops, Félicien",http://d-nb.info/gnd/118749641 http://www.wikidata.org/entity/Q378129 https://de.wikipedia.org/wiki/F%C3%A9licien_Rops,nein
SZDPER.1199,"Rosé, Arnold",http://d-nb.info/gnd/116608943 http://www.wikidata.org/entity/Q215647 https://de.wikipedia.org/wiki/Arnold_Ros%C3%A9,nein
SZDPER.1207,"Rostand, Edmond",http://d-nb.info/gnd/118791281 http://www.wikidata.org/entity/Q202749 https://de.wikipedia.org/wiki/Edmond_Rostand,nein
SZDPER.1210,"Rothschild, Lionel Walter",http://d-nb.info/gnd/117596809 http://www.wikidata.org/entity/Q316669 https://de.wikipedia.org/wiki/Walter_Rothschild%2C_2._Baron_Rothschild,nein
SZDPER.1218,"Rudolf, Erzherzog von Österreich",http://d-nb.info/gnd/118603698 http://www.wikidata.org/entity/Q152923 https://de.wikipedia.org/wiki/Rudolf_von_%C3%96sterreich-Ungarn,nein
SZDPER.1222,"Rutherford, Ernest",http://d-nb.info/gnd/118750488 http://www.wikidata.org/entity/Q9123 https://de.wikipedia.org/wiki/Ernest_Rutherford,nein
SZDPER.1225,"Sacco, Nicola",http://d-nb.info/gnd/118604546 http://www.wikidata.org/entity/Q2672924,nein
SZDPER.1228,"Sadoul, Jacques",http://d-nb.info/gnd/119029820 http://www.wikidata.org/entity/Q3159955,nein
SZDPER.1240,"Samassa, Paul",http://d-nb.info/gnd/116777567 http://www.wikidata.org/entity/Q55674775,nein
SZDPER.1248,"Sassoon, Siegfried",http://d-nb.info/gnd/118642243 http://www.wikidata.org/entity/Q363729 https://de.wikipedia.org/wiki/Siegfried_Sassoon,nein
SZDPER.1264,"Schlenther, Paul",http://d-nb.info/gnd/118795112 http://www.wikidata.org/entity/Q194574 https://de.wikipedia.org/wiki/Paul_Schlenther,nein
SZDPER.1270,"Schneider, Ernst",http://d-nb.info/gnd/1031458735 http://www.wikidata.org/entity/Q17151365,nein
SZDPER.1271,"Schneider, Eugène",http://d-nb.info/gnd/117644765 http://www.wikidata.org/entity/Q368966 https://de.wikipedia.org/wiki/Eug%C3%A8ne_Schneider,nein
SZDPER.1278,"Schönerer, Georg von",http://d-nb.info/gnd/118610163 http://www.wikidata.org/entity/Q112005 https://de.wikipedia.org/wiki/Georg_von_Sch%C3%B6nerer,nein
SZDPER.1282,"Schratt, Katharina",http://d-nb.info/gnd/118759280 http://www.wikidata.org/entity/Q78534 https://de.wikipedia.org/wiki/Katharina_Schratt,nein
SZDPER.1289,"Schuhmeier, Franz",http://d-nb.info/gnd/129264024 http://www.wikidata.org/entity/Q1031252 https://de.wikipedia.org/wiki/Franz_Schuhmeier,nein
SZDPER.1293,"Schuschnigg, Kurt",http://d-nb.info/gnd/118762702 http://www.wikidata.org/entity/Q738635 https://de.wikipedia.org/wiki/Kurt_Schuschnigg,nein
SZDPER.1297,"Schwind, Moritz von",http://d-nb.info/gnd/118612271 http://www.wikidata.org/entity/Q551901 https://de.wikipedia.org/wiki/Moritz_von_Schwind,nein
SZDPER.1303,"Seipel, Ignaz",http://d-nb.info/gnd/11861293X http://www.wikidata.org/entity/Q78720 https://de.wikipedia.org/wiki/Ignaz_Seipel,nein
SZDPER.1314,"Sholes, Christopher Latham",http://d-nb.info/gnd/12409001X http://www.wikidata.org/entity/Q453351 https://de.wikipedia.org/wiki/Christopher_Latham_Sholes,nein
SZDPER.1319,"Sieghart, Rudolf",http://d-nb.info/gnd/117364452 http://www.wikidata.org/entity/Q2173813 https://de.wikipedia.org/wiki/Rudolf_Sieghart,nein
SZDPER.1326,"Sobotka, Oskar",http://d-nb.info/gnd/1160544751,nein
SZDPER.1332,"Sonnenthal, Adolf von",http://d-nb.info/gnd/119343207 http://www.wikidata.org/entity/Q84769 https://de.wikipedia.org/wiki/Adolf_von_Sonnenthal,nein
SZDPER.1333,Sophokles,http://d-nb.info/gnd/118615688 http://www.wikidata.org/entity/Q7235 https://de.wikipedia.org/wiki/Sophokles,nein
SZDPER.1334,"Sorel, Georges",http://d-nb.info/gnd/118751549 http://www.wikidata.org/entity/Q313666 https://de.wikipedia.org/wiki/Georges_Sorel,nein
SZDPER.1335,"Sosnosky, Theodor von",http://d-nb.info/gnd/117483893 http://www.wikidata.org/entity/Q2418564 https://de.wikipedia.org/wiki/Theodor_von_Sosnosky,nein
SZDPER.1336,"Soulé, Samuel Willard",,nein
SZDPER.1340,"Speidel, Ludwig",http://d-nb.info/gnd/117482684 http://www.wikidata.org/entity/Q1875043 https://de.wikipedia.org/wiki/Ludwig_Speidel,nein
SZDPER.1341,"Spengler, Oswald",http://d-nb.info/gnd/118616110 http://www.wikidata.org/entity/Q57112 https://de.wikipedia.org/wiki/Oswald_Spengler,nein
SZDPER.1347,"Stalin, Josef",http://d-nb.info/gnd/118642499 http://www.wikidata.org/entity/Q855 https://de.wikipedia.org/wiki/Josef_Stalin,nein
SZDPER.1349,"Starhemberg, Ernst Rüdiger",http://d-nb.info/gnd/118752804 http://www.wikidata.org/entity/Q78664 https://de.wikipedia.org/wiki/Ernst_R%C3%BCdiger_Starhemberg,nein
SZDPER.1352,"Stein, Karl vom und zum",http://d-nb.info/gnd/118617273 http://www.wikidata.org/entity/Q213542 https://de.wikipedia.org/wiki/Heinrich_Friedrich_Karl_vom_und_zum_Stein,nein
SZDPER.1359,"Stinnes, Hugo",http://d-nb.info/gnd/118618229 http://www.wikidata.org/entity/Q66864 https://de.wikipedia.org/wiki/Hugo_Stinnes,nein
SZDPER.1369,"Straus, Oscar",http://d-nb.info/gnd/11875582X http://www.wikidata.org/entity/Q206667 https://de.wikipedia.org/wiki/Oscar_Straus_%28Komponist%29,nein
SZDPER.1370,"Strauss, Alice",http://d-nb.info/gnd/117311723,nein
SZDPER.1372,"Strauss, Franz Adolf Christian",,nein
SZDPER.1375,"Strauss, Richard Max Emanuel",,nein
SZDPER.1377,"Streicher, Julius",http://d-nb.info/gnd/118619233 http://www.wikidata.org/entity/Q76984 https://de.wikipedia.org/wiki/Julius_Streicher,nein
SZDPER.1389,"Suttner, Bertha von",http://d-nb.info/gnd/118620126 http://www.wikidata.org/entity/Q18456 https://de.wikipedia.org/wiki/Bertha_von_Suttner,nein
SZDPER.1394,"Szegö, István",,nein
SZDPER.1397,"Taine, Hippolyte",http://d-nb.info/gnd/11862055X http://www.wikidata.org/entity/Q297726 https://de.wikipedia.org/wiki/Hippolyte_Taine,nein
SZDPER.1401,"Tardieu, André",http://d-nb.info/gnd/118801368 http://www.wikidata.org/entity/Q346648 https://de.wikipedia.org/wiki/Andr%C3%A9_Tardieu,nein
SZDPER.1403,"Techow, Ernst-Werner",http://d-nb.info/gnd/124790801 http://www.wikidata.org/entity/Q101178 https://de.wikipedia.org/wiki/Ernst_Werner_Techow,nein
SZDPER.1405,"Telemann, Georg Philipp",http://d-nb.info/gnd/11862119X http://www.wikidata.org/entity/Q75854 https://de.wikipedia.org/wiki/Georg_Philipp_Telemann,nein
SZDPER.1408,"Temperley, Harold",http://d-nb.info/gnd/119113961 http://www.wikidata.org/entity/Q8514887 https://de.wikipedia.org/wiki/Harold_Temperley,nein
SZDPER.1413,"Thackeray, William Makepeace",http://d-nb.info/gnd/118621483 http://www.wikidata.org/entity/Q167768 https://de.wikipedia.org/wiki/William_Makepeace_Thackeray,nein
SZDPER.1421,"Thun, Maria Wilhelmine von",http://d-nb.info/gnd/1046110330 http://www.wikidata.org/entity/Q6761654,nein
SZDPER.1427,Tizian,http://d-nb.info/gnd/118622994 http://www.wikidata.org/entity/Q47551,nein
SZDPER.1439,"Trotzki, Leo",http://d-nb.info/gnd/118642979 http://www.wikidata.org/entity/Q33391 https://de.wikipedia.org/wiki/Leo_Trotzki,nein
SZDPER.1447,"Vanzetti, Bartolomeo",http://d-nb.info/gnd/118626094 http://www.wikidata.org/entity/Q2886112,nein
SZDPER.1452,"Velázquez, Diego",http://d-nb.info/gnd/118626426 http://www.wikidata.org/entity/Q297 https://de.wikipedia.org/wiki/Diego_Vel%C3%A1zquez,nein
SZDPER.1453,"Velde, Henry van de",http://d-nb.info/gnd/118626442 http://www.wikidata.org/entity/Q154083 https://de.wikipedia.org/wiki/Henry_van_de_Velde,nein
SZDPER.1457,Vercingetorix,http://d-nb.info/gnd/118804170 http://www.wikidata.org/entity/Q178953 https://de.wikipedia.org/wiki/Vercingetorix,nein
SZDPER.1459,"Verdaguer Travesi, Mario",http://d-nb.info/gnd/118898949,nein
SZDPER.1464,"Vermeer van Delft, Jan",http://d-nb.info/gnd/118626590 http://www.wikidata.org/entity/Q41264 https://de.wikipedia.org/wiki/Jan_Vermeer,nein
SZDPER.1468,"Victoria, Königin von Großbritannien",http://d-nb.info/gnd/118626876 http://www.wikidata.org/entity/Q9439 https://de.wikipedia.org/wiki/Victoria_%28Vereinigtes_K%C3%B6nigreich%29,nein
SZDPER.1474,"Vogel, Carl",http://d-nb.info/gnd/117471275 http://www.wikidata.org/entity/Q1040896 https://de.wikipedia.org/wiki/Carl_Vogel_%28Leibarzt%29,nein
SZDPER.1484,"Wagner, Cosima",http://d-nb.info/gnd/118628232 http://www.wikidata.org/entity/Q75789 https://de.wikipedia.org/wiki/Cosima_Wagner,nein
SZDPER.1490,"Wallmann, Margarethe",http://d-nb.info/gnd/117126780 http://www.wikidata.org/entity/Q214024 https://de.wikipedia.org/wiki/Margherita_Wallmann,nein
SZDPER.1493,"Warburg, Aby",http://d-nb.info/gnd/11862914X http://www.wikidata.org/entity/Q60185 https://de.wikipedia.org/wiki/Aby_Warburg,nein
SZDPER.1498,"Wedekind, Donald",http://d-nb.info/gnd/117204110 http://www.wikidata.org/entity/Q1240463 https://de.wikipedia.org/wiki/Donald_Wedekind,nein
SZDPER.1499,"Wedekind, Erika",http://d-nb.info/gnd/117204307 http://www.wikidata.org/entity/Q91728 https://de.wikipedia.org/wiki/Erika_Wedekind,nein
SZDPER.1510,"Weygand, Maxime",http://d-nb.info/gnd/118807072 http://www.wikidata.org/entity/Q170357 https://de.wikipedia.org/wiki/Maxime_Weygand,nein
SZDPER.1512,"Steed, Henry Wickham",http://d-nb.info/gnd/120199939 http://www.wikidata.org/entity/Q1607412 https://de.wikipedia.org/wiki/Henry_Wickham_Steed,nein
SZDPER.1518,"Wieser, Friedrich von",http://d-nb.info/gnd/119111403 http://www.wikidata.org/entity/Q84482 https://de.wikipedia.org/wiki/Friedrich_von_Wieser,nein
SZDPER.1526,"Wilson, Edith Bolling Galt",http://d-nb.info/gnd/123911095 http://www.wikidata.org/entity/Q255169 https://de.wikipedia.org/wiki/Edith_Wilson,nein
SZDPER.1527,"Wilson, Woodrow",http://d-nb.info/gnd/118643401 http://www.wikidata.org/entity/Q34296 https://de.wikipedia.org/wiki/Woodrow_Wilson,nein
SZDPER.1536,"Wolter, Charlotte",http://d-nb.info/gnd/11880782X http://www.wikidata.org/entity/Q72173 https://de.wikipedia.org/wiki/Charlotte_Wolter,nein
SZDPER.1537,"Wright, Orville",http://d-nb.info/gnd/118635336 http://www.wikidata.org/entity/Q494455 https://de.wikipedia.org/wiki/Orville_Wright,nein
SZDPER.1538,"Wright, Wilbur",http://d-nb.info/gnd/118635352 http://www.wikidata.org/entity/Q1396131 https://de.wikipedia.org/wiki/Wilbur_Wright,nein
SZDPER.1540,"Wundt, Wilhelm",http://d-nb.info/gnd/11863562X http://www.wikidata.org/entity/Q75814 https://de.wikipedia.org/wiki/Wilhelm_Wundt,nein
SZDPER.1543,"Yorck von Wartenburg, Hans Ludwig",http://d-nb.info/gnd/13401426X,nein
SZDPER.1545,"Zeppelin, Ferdinand von",http://d-nb.info/gnd/118636545 http://www.wikidata.org/entity/Q75780 https://de.wikipedia.org/wiki/Ferdinand_von_Zeppelin,nein
SZDPER.1557,"Zweig, Hermann",http://d-nb.info/gnd/115026702X,nein
SZDPER.1565,"Magellan, Fernando de",http://d-nb.info/gnd/117518530 http://www.wikidata.org/entity/Q1496 https://de.wikipedia.org/wiki/Ferdinand_Magellan,nein
SZDPER.1566,"Nüll, Eduard van der",http://d-nb.info/gnd/118735691 http://www.wikidata.org/entity/Q78979 https://de.wikipedia.org/wiki/Eduard_van_der_N%C3%BCll,nein
SZDPER.1567,"Siccard von Siccardsburg, August",http://d-nb.info/gnd/118765108 http://www.wikidata.org/entity/Q78968 https://de.wikipedia.org/wiki/August_Sicard_von_Sicardsburg,nein
SZDPER.1636,"Sutter, Johann August",http://d-nb.info/gnd/118757938,nein
SZDPER.1637,"Balboa, Vasco Núñez de",http://d-nb.info/gnd/118652052,nein
SZDPER.1638,"Levetzow, Ulrike von",http://d-nb.info/gnd/118727907,nein
SZDPER.1639,"Nietzsche, Franziska",http://d-nb.info/gnd/119158582,nein
SZDPER.1642,"Vespucci, Amerigo",http://d-nb.info/gnd/118768247,nein
SZDPER.1646,"Müller-Chohen, Anitta",http://d-nb.info/gnd/133817768,nein
SZDPER.1647,"Faerber, Meir",http://d-nb.info/gnd/120217767,nein
SZDPER.1649,"Urzidil, Johannes",http://d-nb.info/gnd/118763938,nein
SZDPER.1650,"Berg, Jimmy",http://d-nb.info/gnd/116129611,nein
SZDPER.1651,"Shuster, George N.",http://d-nb.info/gnd/119187698,nein
SZDPER.1652,"Fitzbauer, Erich",http://d-nb.info/gnd/119137186,nein
SZDPER.1657,Unidentified signatures,,nein
SZDPER.1665,"Maril, Konrad",http://d-nb.info/gnd/116781130,nein
SZDPER.1677,"Schimanski, K. S.",,nein
SZDPER.1683,"Anemoyannis, Georg",,nein
SZDPER.1687,"Scheyer, Moriz",http://d-nb.info/gnd/130144029,nein
SZDPER.1725,"Bojer, Ellen",,nein
SZDPER.1734,Sil-Vara,http://d-nb.info/gnd/117383392,nein
SZDPER.1747,"Neumann, Alfred",http://d-nb.info/gnd/1102188190,nein
SZDPER.1750,Isaacs,,nein
SZDPER.1761,"Carlow(?), J.",,nein
SZDPER.1767,"Fritz, Hans",,nein
SZDPER.1780,"Fischer, Neschy",,nein
SZDPER.1804,Filed as Unidentified signatures:,,nein
SZDPER.1805,Filed as Zweig Family:,,nein
SZDPER.1808,"Bauer, Klaus",,nein
SZDPER.1817,"Brophy, John",,nein
SZDPER.1830,"Gregor, Lizzi",,nein
SZDPER.1849,"Brossa, Joan",http://d-nb.info/gnd/118870068,nein
SZDPER.1868,Zweig Family,,nein
SZDPER.1873,"Eddy, Mary Baker",http://d-nb.info/gnd/118687778,nein
SZDPER.1877,"Asch, Mathilda",,nein
SZDPER.1880,"Ulitz, Emil (=Utitz",,nein
SZDPER.1884,"Colin, Paul",,nein
SZDPER.1899,Britain in Pictures,,nein
SZDPER.1933,"Grund, Peter",,nein
SZDPER.1954,"Wellesley, Dorothy",http://d-nb.info/gnd/10551858522,nein
SZDPER.2065,Tal Lawsuit,,nein
SZDPER.2067,"Scott, Robert Falcon",https://d-nb.info/gnd/118612395 https://www.wikidata.org/wiki/Q102527 https://de.wikipedia.org/wiki/Robert_Falcon_Scott,nein
SZDPER.2068,"Czernin von und zu Chudenitz, Ferdinand",https://d-nb.info/gnd/107849658,nein
SZDPER.2084,Baer,,nein
SZDPER.2092,Bischoff,,nein
SZDPER.2093,"Bischoff, Friedrich Walter",http://d-nb.info/gnd/118663518 http://www.wikidata.org/entity/Q1458459,nein
SZDPER.2095,"Rossi, Hedwig",http://d-nb.info/gnd/116631236 http://www.wikidata.org/entity/Q26090098,nein
SZDPER.2132,"Heilbron, George",,nein
SZDPER.2142,Jeanrenaud,,nein
SZDPER.2153,Lebisch,,nein
SZDPER.2154,Leischner,,nein
SZDPER.2155,Lichtenstein,,nein
SZDPER.2171,"Munsell, Warren P.",http://www.wikidata.org/entity/Q121300879,nein
SZDPER.2173,Müller,,nein
SZDPER.2192,Rottauscher,,nein
SZDPER.2207,Steigerwald,,nein
SZDPER.2212,"Tomaselli, Karolina",,nein
SZDPER.2220,Vogt,http://www.wikidata.org/entity/Q15886016,nein
SZDPER.2241,"Daudet, Philippe",http://d-nb.info/gnd/121092046 https://www.wikidata.org/wiki/Q2825859,nein
SZDPER.2242,"Lensing, Elise",http://d-nb.info/gnd/118727427 https://www.wikidata.org/wiki/Q1330649,nein
SZDPER.2243,"Enghaus, Christine",http://d-nb.info/gnd/118684876 https://www.wikidata.org/wiki/Q98341,nein
SZDPER.2244,"Granger, James",http://d-nb.info/gnd/10048641X https://www.wikidata.org/wiki/Q6134856,nein
SZDPER.2245,"Cenci, Beatrice",http://d-nb.info/gnd/118667645 https://www.wikidata.org/wiki/Q237908,nein
SZDPER.2246,"Dostojewskaja, Ljubow Fjodorowna",http://d-nb.info/gnd/102006253 https://www.wikidata.org/wiki/Q4167247,nein
SZDPER.2247,"Gelber, Adolf",http://d-nb.info/gnd/116520779 https://www.wikidata.org/wiki/Q60623610,nein
SZDPER.2248,"Gontscharow, Iwan",http://d-nb.info/gnd/118540734 https://www.wikidata.org/wiki/Q189665,nein
SZDPER.2249,"Grasset, Bernard",http://d-nb.info/gnd/118874136 https://www.wikidata.org/wiki/Q54803,nein
SZDPER.2250,"Gundolf, Friedrich",http://d-nb.info/gnd/118543628 https://www.wikidata.org/wiki/Q65035,nein
SZDPER.2251,"Harris, Frank",http://d-nb.info/gnd/118639501 https://www.wikidata.org/wiki/Q763507,nein
SZDPER.2252,"Hirsch, Emil",http://d-nb.info/gnd/116904003 https://www.wikidata.org/wiki/Q91312559,nein
SZDPER.2253,"Hoelz, Max",http://d-nb.info/gnd/118552031 https://www.wikidata.org/wiki/Q90866,nein
SZDPER.2254,"Poerio, Alessandro",http://d-nb.info/gnd/1013709454 https://www.wikidata.org/wiki/Q3610222,nein
SZDPER.2256,"Bächtold, Jakob",http://d-nb.info/gnd/118651706 https://www.wikidata.org/wiki/Q1678898,nein
SZDPER.2257,"Ermatinger, Emil",https://d-nb.info/gnd/118682334 https://www.wikidata.org/wiki/Q125189,nein
SZDPER.2258,"Landauer, Gustav",http://d-nb.info/gnd/118569074 https://www.wikidata.org/wiki/Q61723,nein
SZDPER.2259,"Méndez Pereira, Octavio",http://d-nb.info/gnd/1057261076 https://www.wikidata.org/wiki/Q54850193,nein
SZDPER.2260,"Meyer, Arthur",http://d-nb.info/gnd/117569992 https://www.wikidata.org/wiki/Q2865261,nein
SZDPER.2261,"Meyer, Cornelius",http://d-nb.info/gnd/1195821182,nein
SZDPER.2263,"Meysenbug, Malwida von",http://d-nb.info/gnd/118582054 https://www.wikidata.org/wiki/Q68795,nein
SZDPER.2264,"Morrison, Alfred",http://d-nb.info/gnd/124663680 https://www.wikidata.org/wiki/Q17328807,nein
SZDPER.2265,"Kayser, Rudolph",http://d-nb.info/gnd/11609026X,nein
SZDPER.2266,"Steiner-Prag, Hugo",http://d-nb.info/gnd/118753231 https://www.wikidata.org/wiki/Q103059,nein
SZDPER.2267,"Tagore, Rabindranath",http://d-nb.info/gnd/118620517 https://www.wikidata.org/wiki/Q7241,nein
SZDPER.2268,"Ravaillac, François",http://d-nb.info/gnd/118904299 https://www.wikidata.org/wiki/Q349190,nein
SZDPER.2269,"Wittmann, Hugo",http://d-nb.info/gnd/117427179 https://www.wikidata.org/wiki/Q1329308,nein
SZDPER.2278,"Billiet, Joseph",http://d-nb.info/gnd/1236965345,nein
SZDPER.2281,"Gabelentz, Hanns-Conon von der",http://d-nb.info/gnd/120079542 https://www.wikidata.org/wiki/Q94908955,nein
