datei,kontext,zeile,alte_referenz,neue_referenz,aktion
data/Work/SZDMSK.xml,SZDMSK.329,30325,"@ref=""SZDPER.1560""","@ref=""#SZDPER.1560""",Fragmentmarke ergänzt
data/Work/SZDMSK.xml,SZDMSK.330,30408,"@ref=""SZDPER.1560""","@ref=""#SZDPER.1560""",Fragmentmarke ergänzt
data/Work/SZDMSK.xml,SZDMSK.331,30522,"@ref=""SZDPER.1560""","@ref=""#SZDPER.1560""",Fragmentmarke ergänzt
data/Work/SZDMSK.xml,SZDMSK.332,30641,"@ref=""SZDPER.1560""","@ref=""#SZDPER.1560""",Fragmentmarke ergänzt
data/Work/SZDMSK.xml,SZDMSK.333,30734,"@ref=""SZDPER.1560""","@ref=""#SZDPER.1560""",Fragmentmarke ergänzt
data/Work/SZDMSK.xml,SZDMSK.334,30824,"@ref=""SZDPER.1560""","@ref=""#SZDPER.1560""",Fragmentmarke ergänzt
data/Work/SZDMSK.xml,SZDMSK.335,30917,"@ref=""SZDPER.1560""","@ref=""#SZDPER.1560""",Fragmentmarke ergänzt
data/Work/SZDMSK.xml,SZDMSK.336,31013,"@ref=""SZDPER.1560""","@ref=""#SZDPER.1560""",Fragmentmarke ergänzt
data/Work/SZDMSK.xml,SZDMSK.337,31109,"@ref=""SZDPER.1560""","@ref=""#SZDPER.1560""",Fragmentmarke ergänzt
data/Work/SZDMSK.xml,SZDMSK.338,31242,"@ref=""SZDPER.1560""","@ref=""#SZDPER.1560""",Fragmentmarke ergänzt
data/Work/SZDMSK.xml,SZDMSK.339,31391,"@ref=""SZDPER.1560""","@ref=""#SZDPER.1560""",Fragmentmarke ergänzt
data/Work/SZDMSK.xml,SZDMSK.340,31522,"@ref=""SZDPER.1560""","@ref=""#SZDPER.1560""",Fragmentmarke ergänzt
data/Work/SZDMSK.xml,SZDMSK.341,31662,"@ref=""SZDPER.1560""","@ref=""#SZDPER.1560""",Fragmentmarke ergänzt
data/Work/SZDMSK.xml,SZDMSK.342,31767,"@ref=""SZDPER.1560""","@ref=""#SZDPER.1560""",Fragmentmarke ergänzt
data/Work/SZDMSK.xml,SZDMSK.343,31879,"@ref=""SZDPER.1560""","@ref=""#SZDPER.1560""",Fragmentmarke ergänzt
data/Work/SZDMSK.xml,SZDMSK.344,31992,"@ref=""SZDPER.1560""","@ref=""#SZDPER.1560""",Fragmentmarke ergänzt
data/Work/SZDMSK.xml,SZDMSK.345,32103,"@ref=""SZDPER.1560""","@ref=""#SZDPER.1560""",Fragmentmarke ergänzt
data/Work/SZDMSK.xml,SZDMSK.346,32204,"@ref=""SZDPER.1560""","@ref=""#SZDPER.1560""",Fragmentmarke ergänzt
data/Work/SZDMSK.xml,SZDMSK.347,32305,"@ref=""SZDPER.1560""","@ref=""#SZDPER.1560""",Fragmentmarke ergänzt
data/Work/SZDMSK.xml,SZDMSK.348,32421,"@ref=""SZDPER.1560""","@ref=""#SZDPER.1560""",Fragmentmarke ergänzt
data/Work/SZDMSK.xml,SZDMSK.349,32504,"@ref=""SZDPER.1560""","@ref=""#SZDPER.1560""",Fragmentmarke ergänzt
data/Work/SZDMSK.xml,SZDMSK.349,32506,"@ref=""SZDPER.730""","@ref=""#SZDPER.730""",Fragmentmarke ergänzt
data/Work/SZDMSK.xml,SZDMSK.350,32600,"@ref=""SZDPER.1560""","@ref=""#SZDPER.1560""",Fragmentmarke ergänzt
