layer,kind,old_iri,new_iri,name_source,note
nachlass,ObjectProperty,https://w3id.org/nachlass#hatIllustrator,https://w3id.org/nachlass#illustrator,same as szdo,
nachlass,ObjectProperty,https://w3id.org/nachlass#hatKomponist,https://w3id.org/nachlass#composer,same as szdo,
nachlass,ObjectProperty,https://w3id.org/nachlass#hatManifestation,https://w3id.org/nachlass#hasManifestation,same as szdo,
nachlass,ObjectProperty,https://w3id.org/nachlass#hatManuskriptzeuge,https://w3id.org/nachlass#hasManuscriptWitness,same as szdo,
nachlass,ObjectProperty,https://w3id.org/nachlass#hatMerkmaltyp,https://w3id.org/nachlass#hasFeatureType,same as szdo,
nachlass,ObjectProperty,https://w3id.org/nachlass#hatNachbesitzer,https://w3id.org/nachlass#subsequentOwner,same as szdo,
nachlass,ObjectProperty,https://w3id.org/nachlass#hatOrt,https://w3id.org/nachlass#hasPlace,same as szdo,
nachlass,ObjectProperty,https://w3id.org/nachlass#hatProvenienz,https://w3id.org/nachlass#hasProvenance,same as szdo,
nachlass,ObjectProperty,https://w3id.org/nachlass#hatProvenienzmerkmal,https://w3id.org/nachlass#hasProvenanceFeature,same as szdo,
nachlass,ObjectProperty,https://w3id.org/nachlass#hatPublikationsort,https://w3id.org/nachlass#hasPublicationPlace,same as szdo,
nachlass,ObjectProperty,https://w3id.org/nachlass#hatSchreiberhand,https://w3id.org/nachlass#scribalHand,same as szdo,
nachlass,ObjectProperty,https://w3id.org/nachlass#hatTeil,https://w3id.org/nachlass#hasPart,same as szdo,
nachlass,ObjectProperty,https://w3id.org/nachlass#hatUebersetzer,https://w3id.org/nachlass#translator,same as szdo,
nachlass,ObjectProperty,https://w3id.org/nachlass#hatUmfang,https://w3id.org/nachlass#hasExtent,generic English name,
nachlass,ObjectProperty,https://w3id.org/nachlass#hatVerlag,https://w3id.org/nachlass#hasPublisher,same as szdo,
nachlass,ObjectProperty,https://w3id.org/nachlass#hatVorbesitzer,https://w3id.org/nachlass#previousOwner,same as szdo,
nachlass,ObjectProperty,https://w3id.org/nachlass#istAdaptionVon,https://w3id.org/nachlass#isAdaptationOf,same as szdo,
nachlass,ObjectProperty,https://w3id.org/nachlass#istManifestationVon,https://w3id.org/nachlass#isManifestationOf,generic English name,
nachlass,ObjectProperty,https://w3id.org/nachlass#istNachdruckVon,https://w3id.org/nachlass#isReprintOf,same as szdo,
nachlass,ObjectProperty,https://w3id.org/nachlass#istTeilVon,https://w3id.org/nachlass#isPartOf,same as szdo,
nachlass,ObjectProperty,https://w3id.org/nachlass#istTeilVonWerk,https://w3id.org/nachlass#isPartOfWork,same as szdo,
nachlass,ObjectProperty,https://w3id.org/nachlass#istUebersetzungVon,https://w3id.org/nachlass#isTranslationOf,same as szdo,
nachlass,ObjectProperty,https://w3id.org/nachlass#sieheAuch,https://w3id.org/nachlass#seeAlso,same as szdo,
nachlass,ObjectProperty,https://w3id.org/nachlass#wirdAufbewahrtIn,https://w3id.org/nachlass#isHeldAt,generic English name,
nachlass,ObjectProperty,https://w3id.org/nachlass#wirdBehandeltIn,https://w3id.org/nachlass#isSubjectOf,same as szdo,
